Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,18.35%,24.47%,12.71%
,ebitda margin growth,-12.97%,-5.68%,-4.63%,-16.74%
,net income growth,-15.31%,2.66%,11%,7%
,revenue growth,-1.51%,22.65%,11%,15%
,roce,-16.95%,-10.47%,-23.32%,17.43%
,roe,-15.31%,-9.6%,11.92%,-44.23%
